episode,scene_index,scene_id,content_state,has_transcript,x,y,entities,dialogue_hints,artifact_hints
01x05 - The Stock Tip,13,f43648428f63ce3803f9556a30563b6498b8d8ae78e675e0f8d59796a673e6b4,signal,1,10.891055,6.409872,Wilkinson; Thai,,
01x05 - The Stock Tip,14,3de6f8ddb01cac88a52517ca40ba369367f5315bc69c143ab482d96286c24f1c,signal,1,-1.402392,14.456365,Vanessa,,
01x05 - The Stock Tip,15,61de7fd9efbe7e38f2536e36ed90e0d67f9b5f76f4517f4676ab91fbd992813f,signal,1,4.241274,17.221148,Jerry; George; Wilkinson,,
01x05 - The Stock Tip,16,09efe55a639ee2fbaf7c639f441e1c9c1b3121557db92eed496aac58208c1570,signal,1,0.325447,-2.356858,Simon,,
01x05 - The Stock Tip,17,0715844c30008f02963be7416737b29decfb1ef2271d95b89221aa9da38b08eb,signal,1,0.587502,-2.263540,Wilkinson; Ce; ##rest,,
01x05 - The Stock Tip,18,5f300a90cc64acbba67a54760bbabc9a7b0c3cc0ba0b260238e4369a4795becb,signal,1,-1.200992,-3.872977,Bill,,
01x05 - The Stock Tip,19,256e3d0afbde6be1918d5b420d72c28806ac068f530b7ac2b5661685a57ee960,signal,1,-1.491377,-4.118187,Yes; What; This; That's; Maybe; Let,,
01x05 - The Stock Tip,20,3e3f598b52732eeba676c777455f95d7cbcbb0090291cf3a24288a1f2871e50b,signal,1,-6.444157,-7.471543,You; Just; And; It's; We're; See,,
01x05 - The Stock Tip,21,b2159fbb1563f08ac7d2d9106626d5eb2343a5421606a471e64aaecde3035de1,signal,1,4.772872,14.958874,Pete,,
01x05 - The Stock Tip,22,2562be689fbe019cc1976840bea517635646ae527e99284172bd64c4370ca409,signal,1,5.280728,14.524810,Jerry,,
01x05 - The Stock Tip,23,8d8e2a9e324d534b972a4f4a273074c54e8a46db4f88709da94ff3ede85198cc,signal,1,5.733150,14.444736,Elaine; George,,
01x05 - The Stock Tip,24,bfde10b61f435fc4da448e84c1b920d2154565c20b23ee3a4edd828dd8d0334b,signal,1,9.341256,7.789227,George; Jerry,,
01x05 - The Stock Tip,25,4aa4c8c9746e1d4d1d73eebb04821dbdef1c433abcff5f482b572a141ef2fc92,signal,1,-6.725293,6.381217,What; Yeah; Stranger; I'm,,
01x05 - The Stock Tip,26,289dcae22351fa1764dd8a92ad869272d6ebb5d7274030a84d21e5ed30867093,signal,1,-6.146130,6.664744,How; Fifteen; You; Yeah; Next; I'm,,
01x05 - The Stock Tip,27,7446ae913e55f3f4e979bfa8ed5d073b9aef1cb05094b2a6f922a7a5802da466,signal,1,-5.711274,10.134119,I'm; Didn't; Not; Well; What; And,,
01x05 - The Stock Tip,28,70a74f4ed59930d63d4a9ad924dbc3490732dcb2a1d378a0fcaf3fc1387ca5a8,signal,1,-5.081362,10.446641,Well; Now; I'm; Let; That's; Charming,,
01x05 - The Stock Tip,29,75143d0091e78a476e11a5faf0d0792accba890a5ae7ffd69d36a18a883b24ba,signal,1,-5.716619,10.964355,Steely Old Man ' s Bundle,,
01x05 - The Stock Tip,30,076d3c5c0b21c30a04e22e9dcd0f205b192d83916ed8e7d09d6f89139a896fa5,signal,1,4.830977,-12.399822,Vanessa,,
01x05 - The Stock Tip,31,a08f66015f8e6e9ac57fc1b7391fc84c258de7c8d2e63f6d351c122d2114d3e8,signal,1,5.470737,-12.341343,Jane; Elaine,,
01x05 - The Stock Tip,32,85ee9c23e64e395d60325f91590f89c7b122fe90d3915636dbb16aa400c61d26,signal,1,7.530942,-11.296503,Hyundai; Simon; Wilkinson,,
01x05 - The Stock Tip,33,6dc3d1f7f351c2fdac3fa418bc6e15794db66751d02f1c8e8558afd4b11923e3,signal,1,9.397338,-10.853463,They're; Losing; Almost; Told; Bad,,
01x05 - The Stock Tip,34,defc2861e3db1353cbca9b847f60744901f63b6ce36cd7dd97a613c26237822c,signal,1,8.440550,-11.129611,Superman; Vermont; Wilkinson; Trampco Corporation; Springfield,,
01x05 - The Stock Tip,35,70922b78c6d30fa1b2edd0185bd2192cac8a663803b43e618a851a92c916bdbd,signal,1,8.854793,-10.094105,You; Carry; Sweet; That; Just; Let,,
01x05 - The Stock Tip,36,92125ab30c68278ca20639d553f04dad24d3154fb15e7ab2dbab19de46b98b4b,signal,1,-11.047174,-8.726732,Come; I'm; People; I've; I'll; You,,
01x05 - The Stock Tip,37,aa9e9bd2f24e9c3be145cb3364801f8f706f83090814a42ba78394f5d8be713d,empty,0,-14.059746,-10.212127,,,
01x05 - The Stock Tip,38,a3fbab205d5452799004b9fb9027f130682191c1172327352f1812da7df89a4c,signal,1,-15.064845,-11.661691,You,,
